item_id,txt,tag_score
8874,"Yawn of the Dead; ** SPOILERS ** Before I start with the review I'd like to make clear that I am a huge fan of anything that has anything to do with zombie films. I see all I can get my hands on, whether they get good or bad reviews and whether I've heard anything about them or not. Shan of the Dead seemed like a cool idea for a movie, at least prior to when I saw the trailer. After seeing the trailer I thought I'd give it a chance anyway. Something not recommended to others, since that's those 99 minutes of your life that you're never going to get back. One of the main problems with this movie is the characters. For good drama you need suitable characters to move the story forward. Shaun of the Dead lacks this vital component. In many instances it's hard to tell what the screenwriter was thinking. The following characters inherit this film: The main character Shaun. He is an ugly loser with nothing going for him. He feels sorry for himself the whole film through all the way to the ending, but it's really his own fault that he is a big loser. Shaun has a friend who lives off him and Shaun's other roommate. This guy is a lazy, fat and disgusting slob with no sense of responsibility whatsoever. I forgot to mention that he deals marijuana as his only way of income. Adorable, isn't it? Shaun's second roommate has a job (!!), a sense of responsibility and seems to know what's right or wrong. Constantly throughout the short period of time that this character still survives, he is being called names behind his back by his ""friends"", and he is the one who dies first. Hold up a second here. Something's wrong. The unsympathetic main characters are morons who nobody can identify with, and the only sensible person in the trio gets killed off quickly. You can't build a movie like this. If you can't identify yourself with the protagonists, you won't care what happens to this and then the movie will not draw you in. I won't bore you with descriptions the rest of the characters, but it's basically the same drill as with the ones I've already mentioned. Another problem with the film is that it's a bit schizophrenic in the sense that it doesn't know what kind of movie it wants to be. It certainly is no romantic comedy, because 1. Let's face it: How romantic are zombies, really? and 2. It's a failed attempt at comedy since very few jokes actually are funny. Maybe the last one is because it's a British sort of humor that I don't 'get'. Anyway, the up until the last 20 minutes, the movie tries to be a comedy, then however it gets 100 percent serious and turns into some sort of splatter-horror-drama. This film is not a good film, and it's one of the worst zombie films I've seen and I've seen some pretty bad ones.",0.0
6537,"""Not A Bad Sequel!""; Arnold Schwarzenegger, Nick Stahl, Claire Danes and Kristanna Loken star in this 2003 sci-fi sequel. In this sequel, John Connor (Stahl) is older and living his life on the road secretly. He's about to meet another T-101 cyborg (Schwarzenegger) sent to protect him from a lethal female prototype assassin called, a T-X (Lokken). John reunites with an old girlfriend, Kate Brewster (Danes) who gets into the action because she's John's future wife and daughter of an Air Force General. This isn't a bad sequel, but it's not as good as the first 2 films and I missed Linda Hamilton. I still recommend this for your Terminator collection.",0.0
6537,"Should have stopped after T-2; To be fair, this was not a bad movie. It was a decent movie. But it is nowhere near as good as T1 and T2 and it untied what I thought was a very good, clean, well tied-off ending to T2. They made two good movies that told a good story and had a near-perfect ending and they should have left it alone. But, Hollywood is all about making money, and for a few million dollars they were willing to undo that ending and create a new one that was rather unsatisfying and makes you look back with skepticism on the efforts of the futuristic characters of the first two movies. I really wish they'd just left it alone after T2 and never made this one.",0.0
8874,"Who would've thought that a movie could be so funny while, at the same time, making you cower in fear?; Every morning, with our lives in a rut, we all wake up and go about some sort of an interminable daily routine. Showering, eating breakfast, going to work; it's all part of some chronic, tedious spiel. Eventually, we all become mindless zombies; following our habitual lives without even the slightest thought. The question is, what exactly would we do if our incessant worlds were turned upside-down? If for once, something different occurred? Well, according to Edgar Wright's Shaun Of The Dead, the answer to that question is simple; we'd laugh about it. While poking fun at the British culture, and the faults of many perfunctory societies, Shaun Of The Dead acts as a campy English take on the recently stupefied horror genre. It starts out slow; setting the grounds for it's multi-layered characters and plot, then jests its way into an elongated, and quite riveting climax. The movie follows the story of an oblivious slacker named Shaun {Simon Pegg} who's life falls apart when his girlfriend, Liz {Kate Ashfield}, dumps him due to his indolent nature. The next day, Shaun, and his half-witted best friend, Ed {Nick Frost}, awaken to find the world overrun by the cannibalistic undead. From here on out, the plot becomes an amusing, and largely witty piece of comedic satire as our heroes struggle to save Liz, her uptight roommates, and Shaun's mother, then reach a nearby pub where they plan to take refuge, and hopefully survive the night. Unlike in most horror films where cardboard cutout characters run around getting chopped to pieces, survival and suspense in Shaun Of The Dead actually takes a backseat to character development, and, well, romance as Shaun uses the apocalypse to his advantage, and tries to win back Liz's heart. Heck, the movie's tag-line is even ""a romantic comedy, with zombies."" Don't get me wrong though; even with its many affectionate, and comedic moments, Shaun Of The Dead also packs enough scares to get any horror fan excited. The balance between comedy and horror in this film is virtually flawless, acting largely as the movie's greatest achievement. For example, during the last half-hour of this film, in which hoards of the undead finally invade our heroes' sanctuary {a pub}, initiating an action packed end-all battle for survival, people are impaled, ripped apart, and eaten as a jukebox plays quirky pop music, and ironically important fart jokes pop up into the atmosphere. One second you'll be smiling, and the next; your eyes will be scrunched closed in fear and disgust. Shaun Of The Dead is also very successful in it's constant mocking of the drudgingly humdrum aspects of society. Initially taunting only the British culture {it is a British film after all}, the movie ends up making fun of anyone, and everyone who can connect with the idea of being in a rut. One scene in particular that emphasizes this point, and actually defines the tone of the movie as a whole, would be one in which Shaun wakes up, goes outside, walks to a local convenient store for breakfast, and goes back to his house, all without realizing that the city of London is up in chaos as hundreds of corpses and moaning, flesh-hungry zombies line the bloody streets. Obliviousness and laziness; these two things make society as a whole almost indistinguishable from the living dead. All in all, Shaun Of The Dead is a smart, scary, hilarious, and horrifyingly witty satire that constantly teases the everyday lives of people across the globe. After reading this review, I suggest that you go out, find a cricket bat {or any blunt object for that matter}, get to a theater, and see this movie. Oh yeah, and one more thingAim for their heads. Rating: 4.5/5",0.0
48385,"My name a Borat...who the hell cares; Was this supposed to be funny? I sat there and watched this movie with my friends, it was a normal, quiet evening. Then I realized....it was QUIET! Where were the laughs? There were none to be had! I was sitting there for literally an hour wondering ""when does the comedy start?"" All I heard were the same jokes used over and over and over and over, and they weren't even funny the first time. First off, this movie's racism is sad. They make it look like Kazakhstan is a poor, dirty country with absolutely no common sense in the outside world whatsoever. Borat himself is a complete and total moron. That doesn't mean the whole country is. Also, his wife, I think she was the best character there. All he does is bad mouth her, while she actually does work. Then she tells him not to cheat on her, and once he gets to America, the poor woman dies so he goes after Pam Anderson. What an idiot. Then there were the awful gay and Jewish jokes. The gay jokes were just lame, and the whole naked fight scene with his partner was just stupid. The Jewish jokes were by far the worst. All he did was make fun of Jewish people. If I recall correctly, Kazakhstan's 2nd main religion is Judaism. Why did they even bother trying to estimate what Kazakhstanians are like? They failed miserably. The Bed & Breakfast scene made me mad. That wasn't funny at all, those people were nice to Borat and all he did was make fun of them then run out in the middle of the night. I would have chased him down and shot him in the face. Over all, don't even bother with this movie. And a suggestion to IMDb: Please make a 0 star option, it would have really come in handy with this god awful excuse for a movie.",0.0
5816,"Ho...hum; The acting is somewhat better this time around, but the direction is a little off at times, not as punchy as I would have liked. Sometimes I still have the feeling that there's a whole lot of exposition going on, setting things up for something to come later, but this feeling extends all the way through the end of the movie, which, by the way, I don't remember it being anything like that in the book. Speaking of which, if these movies weren't so slowly paced, maybe they could get more of the books into them! Anyway, the movie is alright, but it isn't great, and in retrospect, I'm beginning to feel the same about the books.",0.0
5816,"Parity; I will spare you the boring tedium of me rehashing the cast and basic plotline of HP:CoS becaue far more able reviewers have done so already. What I shall say is this--HP:CoS is basically a darker, more forward version of the first installment. Which is a pretty good thing because I found this film to be fairly intricate and twisting (FYI, I have NEVER read the novels)--far moreso than Sorceror's Stone. A couple things that I would change would first to feature Professor Snape (Alan Rickman) in more scenes--I don't know why, but he adds so much to the table and creates an excellent foil for he other actors. I would also cut back on that 2002 version of Jar-Jar Binks, Dobby the House elf--not entirely, because its role is rather important but by a bit so that it remains a novelty of S&M rather than a drain on the senses. I'd say a decent ratiing of 8/10 would suffice.",0.0
2571,"Astounding.; After word-of-mouth spread like wildfire days after its release, I prepared to be blown away by this film, and I was.  ""The Matrix"" is probably the best sf film since Blade Runner (with the possible exception of Dark City), and beyond a shadow of a doubt the best non-Cameron sci-fi action flick EVER. The film is ambitious on practically every level.  Visually it's nothing less than the best eye-candy ever.  The basic premise may be nothing new (a friend of mine wrote a sf short story with a nearly identical premise when he was in high school!), but it's treated with such inventiveness and style that it seems compelling and fresh.  The action sequences play out just like anime, right down to the slow-motion shots and sudden, violent action. Any fan of sci-fi action absolutely should not miss this.  Neither should anyone who enjoys visual style and impact.",0.0
296,"Best Film of the Nineties; PULP FICTION(1994) **** John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Harvey Keitel, Christopher Walken, Eric Stoltz, Ving Rhames, Rosanna Arquette, Tim Roth, Amanda Plummer, Peter Greene,Frank Whaley, Julia Sweeney, Quentin Tarantino.  Propolsive in-your-face salute to film noir with a Nineties slant with savvy filmmaking from auteur Tarantino interweaving three tales of crime, sex, greed and O. Henry sensibility mixed with Murphy's Law.  Outstanding in every sense with memorable performances by all particularly dim-witted hit man Travolta (Best Actor nominee in his second comeback) and Bible-verse speaking partner Jackson (Best Supporting Actor nominee) and a beefed up and nervy turn by Willis.  Wickedly clever and outrageously funny with some truly surprising moments of unease, carefully handled violence and arguably cinema's  worst blind date ever with kudos to an adrenaline enhanced kitschy Thurman (Best Supporting Actress nominee).  Winner of The Palmme d'Orr at Cannes and Oscar winner for Tarantino (also nominated for directing and Best Picture) for Best Original Screenplay with Roger Avary.  One of the decade's best.",0.0
6537,"Terminator 3: Rise Of The Machines"" Rises To New Levels; The film picks up a number of years after the last feature as we see John Connor (Stahl), future leader and Saviour of the human race, in his mid twenties (I'd guess), living 'off the grid' since the events from the last film (if you haven't seen the previous two films I don't know what the heck you're doing here, but whatever...). Turns out 'judgment day' was not averted, as initially thought at the end of the 2nd film, but only postponed, as Skynet is around in some form, as indicated by the arrival of a Terminator robot, a model T-X played by Loken. It seems now the future is populated by really hot and sexy blonde robots with definite feminine characteristics...homina, homina...soon after we see another Terminator arrive, the muscled one we're more accustomed to, played by Arnold. Seems the T-X model, or Terminatrix Bot has been sent back to target Connor, but if it can't get to him, it's supposed to go after those who would be his lieutenants, including that of Kate Brewster (Danes), whose father, played by Andrews, just happens to be some military bigwig in charge of the program which will eventually become Skynet, the artificial intelligence that will eventually take over the world, exterminating the human threat. Make sense? Probably not...anyway, given this new threat, someone from within the resistance from the future decided to send back an Arnold robot to protect whomever needed protecting, but its task a difficult one given the sophistication of the T-X model, which is essentially an enhanced logic weapons systems cybernetic combat infiltration unit with nanotechnological transjectors inside a titanium battle chassis surrounded by a mimetic poly alloy...whew! So what does all that mean? Well, it can manipulate machines under computer control, tap into communications systems, and produce weaponry from within, including a wicked plasma cannon from its arm, among other things. Things aren't looking so good for John (or the human race, for that matter), but did I mention the Terminatrix is really hot? Given the fact Terminator 2 made as much as it did at the box office, I'm not surprised someone decided to continue on with the franchise, despite the fact the story had been pretty much wrapped up at the end of the second film. Terminator 3: Rise of the Machines does try to fit itself within the continuity of the previous two films, and, on the surface it succeeds, but once you start picking at the loose threads, there are inconsistencies (then again, when we're talking about time travel, who's to say what could and couldn't happen?). Now, I'm not going to go through and relate all the bits I thought out of place as I'm sure many have already done so, and done so a lot better than I could have, but I will say if you take this movie at face value (a straight up action film), you'll probably have a lot more fun. There was one bit that really bothered me, though, and that was when John, Kate, and the Arnold Bot were trying to contact Kate's father, who just happened to be secured away in some top-secret military installation. One minute they're driving towards the place and the next they're inside, talking to Kate's father...I suppose the Arnold Bot could have bypassed the security somehow, but it all seemed rather convenient, especially given the circumstances. I did like the whole bit about a widespread virus running through the Internet, where it came from, and its ultimate purpose. The characters in this film seemed to take a backseat to the action, as none are really developed as much as they were in the previous films. Perhaps the filmmakers were relying on the character development already out there from the earlier films, but given so few characters carried over, this didn't work out so well. One of the biggest weaknesses in the film, in my opinion, was that of Stahl's character of John Connor. There seemed to be an awful lot of inconsistencies indicating perhaps this wasn't the same John Connor as was in the previous movie. I'm not a big fan of Stahl (he reminds me too much of Giovanni Ribisi, whom I care even less for), but I thought he did pretty well in the film Sin City (2005). As far as Danes, well, she looked good, but her performance was limited by her role, as it was written. While the plot and the characters may have been half-baked, at least the action was balls out. My favourite bit involved a car chase sequence featuring a gigantic crane truck barreling through city streets, causing massive amounts of destruction. Another great bit was when the two Terminators were fighting each other within the military base, and the Arnold Bot uses a urinal as an offensive weapon. The first time I saw this film and the ending was presented I found myself saying ""What the f***?"", but, after watching it again last night it did seem to make sense in terms of the story presented. All in all I thought this a great action film, but in terms of a sequel to the Terminator series, it was so-so...I'd agree with Cameron that there really wasn't anything left to tell in the story, but if there's a chance to make money, you know Hollywood will capitalize.",0.0
5816,"ZZZzzzzzzzzzzz; I was persuaded to go to see this movie last night. Have you ever thought ""Life is too short""? If so go to this movie as it will make the 2 hours 40 minutes of it's runtime seem like ten hours therefore extending the apparent span of your life. Of course another way to look at it would be that it's a waste of 160 already scarce minutes. And it's just eaten another 10 of my valuable minutes writing this!! In summary, go to see it under one of two conditions. A) you are 10 years old B) you have extreme insomnia.",0.0
296,"A Disgusting and Boring Movie; The movie starts off with some interesting dialog, but it quickly falls apart and becomes unwatchable. Some people apparently found it clever to tell the movie's stories out of chronological order. In fact it undercut any feelings one could have for the characters and made the movie far more tedious then it had to be. The first half is merely dull and boring.Then it becomes ugly, gross, vicious and disgusting. It ends up being forgettable and sickening. Out of the 5,0000 movies and 50,000 television episodes I have seen in my life, this would rank about #8 in the 10 worst. Needless to say I have never bothered to see a Tarentino movie after this one.",0.0
